Entity,Code,Date,daily_vaccinations
Wisconsin,,2021-02-09,35326
Wisconsin,,2021-02-10,35504
Wisconsin,,2021-02-11,39623
Wisconsin,,2021-02-12,38475
Wisconsin,,2021-02-13,39698
Wisconsin,,2021-02-14,30412
Wisconsin,,2021-02-15,30043
Wisconsin,,2021-02-16,31768
Wisconsin,,2021-02-17,30827
Wisconsin,,2021-02-18,30553
Wisconsin,,2021-02-19,38988
Wisconsin,,2021-02-20,38929
Wisconsin,,2021-02-21,39315
Wisconsin,,2021-02-22,39824
Wisconsin,,2021-02-23,38279
Wisconsin,,2021-02-24,38605
Wisconsin,,2021-02-25,39149
Wisconsin,,2021-02-26,31793
Wisconsin,,2021-02-27,33258
Wisconsin,,2021-02-28,34279
Wisconsin,,2021-03-01,35514
Wisconsin,,2021-03-02,37365
Wisconsin,,2021-03-03,38650
Wisconsin,,2021-03-04,40300
Wyoming,,2021-01-13,1327
Wyoming,,2021-01-14,1654
Wyoming,,2021-01-15,2093
Wyoming,,2021-01-16,1902
Wyoming,,2021-01-17,1787
Wyoming,,2021-01-18,1710
Wyoming,,2021-01-19,1656
Wyoming,,2021-01-20,1645
Wyoming,,2021-01-21,1362
Wyoming,,2021-01-22,1686
Wyoming,,2021-01-23,1927
Wyoming,,2021-01-24,2200
Wyoming,,2021-01-25,2061
Wyoming,,2021-01-26,1897
Wyoming,,2021-01-27,2017
Wyoming,,2021-01-28,2017
Wyoming,,2021-01-29,2088
Wyoming,,2021-01-30,1658
Wyoming,,2021-01-31,2317
Wyoming,,2021-02-01,2509
Wyoming,,2021-02-02,2526
Wyoming,,2021-02-03,2479
Wyoming,,2021-02-04,2479
Wyoming,,2021-02-05,2607
Wyoming,,2021-02-06,3242
Wyoming,,2021-02-07,2119
Wyoming,,2021-02-08,2534
Wyoming,,2021-02-09,2491
Wyoming,,2021-02-10,2677
Wyoming,,2021-02-11,2677
Wyoming,,2021-02-12,3103
Wyoming,,2021-02-13,2469
Wyoming,,2021-02-14,3892
Wyoming,,2021-02-15,3312
Wyoming,,2021-02-16,3390
Wyoming,,2021-02-17,2953
Wyoming,,2021-02-18,3702
Wyoming,,2021-02-19,5025
Wyoming,,2021-02-20,5703
Wyoming,,2021-02-21,4339
Wyoming,,2021-02-22,5142
Wyoming,,2021-02-23,5140
Wyoming,,2021-02-24,5169
Wyoming,,2021-02-25,5160
Wyoming,,2021-02-26,3038
Wyoming,,2021-02-27,3218
Wyoming,,2021-02-28,3847
Wyoming,,2021-03-01,3015
Wyoming,,2021-03-02,2945
Wyoming,,2021-03-03,3793
Wyoming,,2021-03-04,3093
